###########################################################################################################
# Material from Barraquand F.∗ , Pinot A.∗ , Yoccoz N.G. & Bretagnolle V. 
# Overcompensation and phase effects in a cyclic common vole population: between first and second order cycles
# Journal of Animal Ecology 2014. DOI: 10.1111/1365-2656.12257
############################################################################################################
"Sect"	"Date"	"Rta"	"Rtw"	"Rts"	"RtsAP"	"NtSp_moins1"	"NtSu_moins1"	"NtSp"	"NtSu"	"NtSp_plus1"	"NtSu_plus1"	"Ntfa"	"NtWi"	"Spr_NDVI"	"Win_NDVI"
"51"	"F"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"52"	"M"	1995	NA	0.913336273303481	NA	1.53451204542767	2.73493867243867	0.697607260726073	NA	2.73493867243867	6.81717583523058	31.6252967724808	NA	NA	517.875006666667	589.10626
"53"	"M"	1996	NA	-4.86005431952979	1.53451204542767	1.27256559579155	0.697607260726073	2.73493867243867	6.81717583523058	31.6252967724808	0.245098039215686	0.875	NA	NA	517.931246666667	620.66876
"54"	"M"	1997	NA	0.738802564960211	1.27256559579155	-0.203111852362023	6.81717583523058	31.6252967724808	0.245098039215686	0.875	1.83174886116063	1.4950495049505	NA	NA	528.95834	620.1875
"55"	"M"	1998	NA	2.55909195391373	-0.203111852362023	0.253443547162943	0.245098039215686	0.875	1.83174886116063	1.4950495049505	19.3221339172286	24.8956931102528	NA	NA	512.654166666667	610.89374
"56"	"M"	1999	NA	-2.13964756729743	0.253443547162943	-0.131198350464511	1.83174886116063	1.4950495049505	19.3221339172286	24.8956931102528	2.9301313569655	2.56985352543409	NA	NA	519.57708	623.15624
"57"	"M"	2000	NA	-0.567609182481995	-0.131198350464511	-0.581442740898921	19.3221339172286	24.8956931102528	2.9301313569655	2.56985352543409	1.45679631630396	0.81448194342545	NA	NA	531.691673333333	626.58126
"58"	"M"	2001	NA	0.443880128674766	-0.581442740898921	2.9259969883566	2.9301313569655	2.56985352543409	1.45679631630396	0.81448194342545	1.26956853760977	23.6810250565231	NA	NA	536.979173333333	611.5125
"59"	"M"	2002	NA	-3.06790037885725	2.9259969883566	1.31678598003413	1.45679631630396	0.81448194342545	1.26956853760977	23.6810250565231	1.10161107074928	4.11056175047338	NA	NA	528.683333333333	628.75624
"60"	"M"	2003	NA	-1.36182309218373	1.31678598003413	-0.213067886834112	1.26956853760977	23.6810250565231	1.10161107074928	4.11056175047338	1.05309832612792	0.851010101010101	NA	NA	523.227073333333	586.64374
"61"	"M"	2004	NA	0.682907868157496	-0.213067886834112	1.90374999311854	1.10161107074928	4.11056175047338	1.05309832612792	0.851010101010101	1.6846816046006	11.3059211083733	NA	NA	531.1875	620.84376
"62"	"M"	2005	NA	-3.82157127234698	1.90374999311854	2.07420944867975	1.05309832612792	0.851010101010101	1.6846816046006	11.3059211083733	0.247524752475248	1.96986449615532	NA	NA	512.5125	616.26874
"63"	"M"	2006	NA	-0.37332472181152	2.07420944867975	1.53202152589976	1.6846816046006	11.3059211083733	0.247524752475248	1.96986449615532	1.35613675322651	6.27555269984056	NA	NA	531.12372	605.03126
"64"	"M"	2007	NA	-0.449428901301079	1.53202152589976	-0.843284081189757	0.247524752475248	1.96986449615532	1.35613675322651	6.27555269984056	4.00375495485436	1.72279604463883	NA	NA	520.48214	607.11484
"65"	"M"	2008	NA	-1.22462899009891	-0.843284081189757	-0.312135536410139	1.35613675322651	6.27555269984056	4.00375495485436	1.72279604463883	0.506272401433692	0.370531822144725	NA	NA	531.869733333333	627.11342
"66"	"M"	2009	NA	NA	-0.312135536410139	NA	4.00375495485436	1.72279604463883	0.506272401433692	0.370531822144725	NA	NA	NA	NA	505.93074	598.35988
"67"	"M"	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504.1329	535.643
"68"	"M"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"69"	"P"	1995	NA	1.10789655389639	NA	1.26636127847403	1.20986488086254	0.221351199969621	NA	1.20986488086254	3.66344967830116	12.9976232917409	NA	NA	517.875006666667	589.10626
"70"	"P"	1996	NA	-Inf	1.26636127847403	Inf	0.221351199969621	1.20986488086254	3.66344967830116	12.9976232917409	0	0.255102040816327	NA	NA	517.931246666667	620.66876
"71"	"P"	1997	NA	1.36242206279483	Inf	0.78690981509452	3.66344967830116	12.9976232917409	0	0.255102040816327	0.996337133713371	2.18855218855219	NA	NA	528.95834	620.1875
"72"	"P"	1998	NA	0.761353510801543	0.78690981509452	0.713298591948198	0	0.255102040816327	0.996337133713371	2.18855218855219	4.68606745453199	9.56291241737216	NA	NA	512.654166666667	610.89374
"73"	"P"	1999	NA	-2.72579794841945	0.713298591948198	-0.481631003748116	0.996337133713371	2.18855218855219	4.68606745453199	9.56291241737216	0.626312631263126	0.386920270974466	NA	NA	519.57708	623.15624
"74"	"P"	2000	NA	1.20032525668869	-0.481631003748116	-0.257160978820108	4.68606745453199	9.56291241737216	0.626312631263126	0.386920270974466	1.28503843879361	0.993647912885662	NA	NA	531.691673333333	626.58126
"75"	"P"	2001	NA	0.00129996757514904	-0.257160978820108	2.77435412287697	0.626312631263126	0.386920270974466	1.28503843879361	0.993647912885662	0.994940462908062	15.9471757245337	NA	NA	536.979173333333	611.5125
"76"	"P"	2002	NA	-2.53609296602365	2.77435412287697	-2.31263031864605	1.28503843879361	0.993647912885662	0.994940462908062	15.9471757245337	1.26261981036813	0.125	NA	NA	528.683333333333	628.75624
"77"	"P"	2003	NA	0.470003629245735	-2.31263031864605	0.798507696217772	0.994940462908062	15.9471757245337	1.26261981036813	0.125	0.2	0.444444444444444	NA	NA	523.227073333333	586.64374
"78"	"P"	2004	NA	1.76721307868224	0.798507696217772	-0.457491078263642	1.26261981036813	0.125	0.2	0.444444444444444	2.60200645914932	1.64673046251994	NA	NA	531.1875	620.84376
"79"	"P"	2005	NA	-1.57205996605244	-0.457491078263642	1.15497318828132	0.2	0.444444444444444	2.60200645914932	1.64673046251994	0.341889333052809	1.08513565457057	NA	NA	512.5125	616.26874
"80"	"P"	2006	NA	1.28883194529067	1.15497318828132	-0.149360329975428	2.60200645914932	1.64673046251994	0.341889333052809	1.08513565457057	3.93746435621847	3.39117551796464	NA	NA	531.12372	605.03126
"81"	"P"	2007	NA	-0.505349456500329	-0.149360329975428	-0.646436385083534	0.341889333052809	1.08513565457057	3.93746435621847	3.39117551796464	2.0458782619501	1.071854986984	NA	NA	520.48214	607.11484
"82"	"P"	2008	NA	-1.20378440187286	-0.646436385083534	-0.696586560671009	3.93746435621847	3.39117551796464	2.0458782619501	1.071854986984	0.321617083835129	0.16025641025641	NA	NA	531.869733333333	627.11342
"83"	"P"	2009	NA	0.620449977509241	-0.696586560671009	NA	2.0458782619501	1.071854986984	0.321617083835129	0.16025641025641	0.298039215686275	NA	NA	NA	505.93074	598.35988
"84"	"P"	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504.1329	535.643
"85"	"P"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86"	"R"	1995	NA	NA	NA	0.636610268035486	NA	NA	NA	NA	6.04773371494813	11.4305989422472	NA	NA	517.875006666667	589.10626
"87"	"R"	1996	NA	-Inf	0.636610268035486	Inf	NA	NA	6.04773371494813	11.4305989422472	0	0.328415194460623	NA	NA	517.931246666667	620.66876
"88"	"R"	1997	NA	-0.658080127586829	Inf	3.20277686158644	6.04773371494813	11.4305989422472	0	0.328415194460623	0.170068027210884	4.18380073301448	NA	NA	528.95834	620.1875
"89"	"R"	1998	NA	0.609505083431633	3.20277686158644	0.647073088008668	0	0.328415194460623	0.170068027210884	4.18380073301448	7.69618832145495	14.6992764445811	NA	NA	512.654166666667	610.89374
"90"	"R"	1999	NA	-2.06180741423591	0.647073088008668	1.17289155959646	0.170068027210884	4.18380073301448	7.69618832145495	14.6992764445811	1.87009803921569	6.04289025466172	NA	NA	519.57708	623.15624
"91"	"R"	2000	NA	-0.849608270769807	1.17289155959646	-1.43335114138476	7.69618832145495	14.6992764445811	1.87009803921569	6.04289025466172	2.58383349185352	0.616265750286369	NA	NA	531.691673333333	626.58126
"92"	"R"	2001	NA	1.76090423240812	-1.43335114138476	1.02636754891781	1.87009803921569	6.04289025466172	2.58383349185352	0.616265750286369	3.58524652267889	10.0060987855441	NA	NA	536.979173333333	611.5125
"93"	"R"	2002	NA	-2.9858090735365	1.02636754891781	0.446225509824158	2.58383349185352	0.616265750286369	3.58524652267889	10.0060987855441	0.505294279427943	0.789473684210526	NA	NA	528.683333333333	628.75624
"94"	"R"	2003	NA	-Inf	0.446225509824158	Inf	3.58524652267889	10.0060987855441	0.505294279427943	0.789473684210526	0	5.4296455424275	NA	NA	523.227073333333	586.64374
"95"	"R"	2004	NA	-0.288465272041373	Inf	0.53206226142088	0.505294279427943	0.789473684210526	0	5.4296455424275	4.06904603333175	6.92730496453901	NA	NA	531.1875	620.84376
"96"	"R"	2005	NA	-0.545004915175808	0.53206226142088	-0.650004119425975	0	5.4296455424275	4.06904603333175	6.92730496453901	4.01672112143827	2.09690365981642	NA	NA	512.5125	616.26874
"97"	"R"	2006	NA	-0.580663784764748	-0.650004119425975	1.4301554450759	4.06904603333175	6.92730496453901	4.01672112143827	2.09690365981642	1.17327387411829	4.90352075859999	NA	NA	531.12372	605.03126
"98"	"R"	2007	NA	-0.953355652380095	1.4301554450759	-2.68558015108141	4.01672112143827	2.09690365981642	1.17327387411829	4.90352075859999	1.89003966738611	0.128865979381443	NA	NA	520.48214	607.11484
"99"	"R"	2008	NA	1.98100146886658	-2.68558015108141	-1.05678005492549	1.17327387411829	4.90352075859999	1.89003966738611	0.128865979381443	0.934278350515464	0.324730094466937	NA	NA	531.869733333333	627.11342
"100"	"R"	2009	NA	1.36216839883567	-1.05678005492549	NA	1.89003966738611	0.128865979381443	0.934278350515464	0.324730094466937	1.26795767812075	NA	NA	NA	505.93074	598.35988
"101"	"R"	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504.1329	535.643
"102"	"R"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103"	"S"	1995	NA	2.70888145314829	NA	-0.000559823410439808	0.976512882380675	1.87007121322161	NA	0.976512882380675	14.6598742227164	14.6516695787226	NA	NA	517.875006666667	589.10626
"104"	"S"	1996	NA	-2.65462424937572	-0.000559823410439808	-2.08916887837414	1.87007121322161	0.976512882380675	14.6598742227164	14.6516695787226	1.03038245000971	0.127551020408163	NA	NA	517.931246666667	620.66876
"105"	"S"	1997	NA	2.61604957137013	-2.08916887837414	0.665313166575829	14.6598742227164	14.6516695787226	1.03038245000971	0.127551020408163	1.74509803921569	3.39438943894389	NA	NA	528.95834	620.1875
"106"	"S"	1998	NA	0.937738167052627	0.665313166575829	0.697523887221789	1.03038245000971	0.127551020408163	1.74509803921569	3.39438943894389	8.66994173644169	17.4159413765506	NA	NA	512.654166666667	610.89374
"107"	"S"	1999	NA	-3.50971114389775	0.697523887221789	0.445972027977706	1.74509803921569	3.39438943894389	8.66994173644169	17.4159413765506	0.520833333333333	0.813545715315829	NA	NA	519.57708	623.15624
"108"	"S"	2000	NA	-0.790941994836741	0.445972027977706	1.57762001671652	8.66994173644169	17.4159413765506	0.520833333333333	0.813545715315829	0.368875845765061	1.78661874426975	NA	NA	531.691673333333	626.58126
"109"	"S"	2001	NA	0.698731206399094	1.57762001671652	1.42675059144875	0.520833333333333	0.813545715315829	0.368875845765061	1.78661874426975	3.59324635201835	14.9663846312544	NA	NA	536.979173333333	611.5125
"110"	"S"	2002	NA	-2.94028034455743	1.42675059144875	0.754321659237926	0.368875845765061	1.78661874426975	3.59324635201835	14.9663846312544	0.790987050109257	1.68177196114553	NA	NA	528.683333333333	628.75624
"111"	"S"	2003	NA	0.0275709817802757	0.754321659237926	0.187520039003291	3.59324635201835	14.9663846312544	0.790987050109257	1.68177196114553	1.72878518755962	2.08535477599786	NA	NA	523.227073333333	586.64374
"112"	"S"	2004	NA	-1.70857966480558	0.187520039003291	1.78505633156846	0.790987050109257	1.68177196114553	1.72878518755962	2.08535477599786	0.377705431964792	2.25109252243137	NA	NA	531.1875	620.84376
"113"	"S"	2005	NA	-1.49997881053089	1.78505633156846	2.13610076738762	1.72878518755962	2.08535477599786	0.377705431964792	2.25109252243137	0.502297278338945	4.25263002413756	NA	NA	512.5125	616.26874
"114"	"S"	2006	NA	-3.12468803040355	2.13610076738762	3.01316287167296	0.377705431964792	2.25109252243137	0.502297278338945	4.25263002413756	0.186905822935235	3.8038452462925	NA	NA	531.12372	605.03126
"115"	"S"	2007	NA	-0.254685324677356	3.01316287167296	-1.05175631940734	0.502297278338945	4.25263002413756	0.186905822935235	3.8038452462925	2.94859013962621	1.03001237623762	NA	NA	520.48214	607.11484
"116"	"S"	2008	NA	-0.959106776558215	-1.05175631940734	-0.939184551740008	0.186905822935235	3.8038452462925	2.94859013962621	1.03001237623762	0.394736842105263	0.154320987654321	NA	NA	531.869733333333	627.11342
"117"	"S"	2009	NA	2.19602227383127	-0.939184551740008	NA	2.94859013962621	1.03001237623762	0.394736842105263	0.154320987654321	1.38722002635046	NA	NA	NA	505.93074	598.35988
"118"	"S"	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504.1329	535.643
"119"	"S"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"120"	"U"	1995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	517.875006666667	589.10626
"121"	"U"	1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	517.931246666667	620.66876
"122"	"U"	1997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	528.95834	620.1875
"123"	"U"	1998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	512.654166666667	610.89374
"124"	"U"	1999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	519.57708	623.15624
"125"	"U"	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	531.691673333333	626.58126
"126"	"U"	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536.979173333333	611.5125
"127"	"U"	2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	528.683333333333	628.75624
"128"	"U"	2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	523.227073333333	586.64374
"129"	"U"	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	531.1875	620.84376
"130"	"U"	2005	NA	NA	NA	1.56227946545081	NA	NA	NA	NA	0.255102040816327	1.21675540471452	NA	NA	512.5125	616.26874
"131"	"U"	2006	NA	0.419368839071086	1.56227946545081	0.508275711626918	NA	NA	0.255102040816327	1.21675540471452	1.85068649885584	3.07662237067655	NA	NA	531.12372	605.03126
"132"	"U"	2007	NA	-Inf	0.508275711626918	Inf	0.255102040816327	1.21675540471452	1.85068649885584	3.07662237067655	0	1.67139175257732	NA	NA	520.48214	607.11484
"133"	"U"	2008	NA	-Inf	Inf	NA	1.85068649885584	3.07662237067655	0	1.67139175257732	0	0	NA	NA	531.869733333333	627.11342
"134"	"U"	2009	NA	NA	NA	NA	0	1.67139175257732	0	0	NA	NA	NA	NA	505.93074	598.35988
"135"	"U"	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504.1329	535.643
"136"	"U"	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"137"	"V"	1995	NA	1.12710674283989	NA	0.523063614514488	6.91074712379555	1.63720286814903	NA	6.91074712379555	21.3314923929368	35.990251546163	NA	NA	517.875006666667	589.10626
"138"	"V"	1996	NA	-Inf	0.523063614514488	NA	1.63720286814903	6.91074712379555	21.3314923929368	35.990251546163	0	0	NA	NA	517.931246666667	620.66876
"139"	"V"	1997	NA	Inf	NA	1.79485450905987	21.3314923929368	35.990251546163	0	0	0.864160097028502	5.20103310141261	NA	NA	528.95834	620.1875
"140"	"V"	1998	NA	-0.867156701301634	1.79485450905987	2.03644738856881	0	0	0.864160097028502	5.20103310141261	2.18518518518519	16.7458081369517	NA	NA	512.654166666667	610.89374
"141"	"V"	1999	NA	-2.33131815144297	2.03644738856881	0.852996245962444	0.864160097028502	5.20103310141261	2.18518518518519	16.7458081369517	1.62714966939157	3.81837928248744	NA	NA	519.57708	623.15624
"142"	"V"	2000	NA	-2.060594655064	0.852996245962444	0.886668363055802	2.18518518518519	16.7458081369517	1.62714966939157	3.81837928248744	0.486378284794795	1.18045477760882	NA	NA	531.691673333333	626.58126
"143"	"V"	2001	NA	0.824871181455744	0.886668363055802	1.46972494082215	1.62714966939157	3.81837928248744	0.486378284794795	1.18045477760882	2.69331008073516	11.7106172931082	NA	NA	536.979173333333	611.5125
"144"	"V"	2002	NA	-1.75603272874553	1.46972494082215	-0.173673125442318	0.486378284794795	1.18045477760882	2.69331008073516	11.7106172931082	2.02276049973418	1.7002750584656	NA	NA	528.683333333333	628.75624
"145"	"V"	2003	NA	-0.286065578913534	-0.173673125442318	1.05692763827379	2.69331008073516	11.7106172931082	2.02276049973418	1.7002750584656	1.27726932357101	3.67536370984037	NA	NA	523.227073333333	586.64374
"146"	"V"	2004	NA	-1.89011557230611	1.05692763827379	2.3322392578233	2.02276049973418	1.7002750584656	1.27726932357101	3.67536370984037	0.555179676673703	5.71889601245867	NA	NA	531.1875	620.84376
"147"	"V"	2005	NA	-1.19293368929983	2.3322392578233	-0.238202871666275	1.27726932357101	3.67536370984037	0.555179676673703	5.71889601245867	1.73471319220758	1.36702824694234	NA	NA	512.5125	616.26874
"148"	"V"	2006	NA	-0.269140837309636	-0.238202871666275	1.27631758984303	0.555179676673703	5.71889601245867	1.73471319220758	1.36702824694234	1.04445830612473	3.74273255197061	NA	NA	531.12372	605.03126
